Input: AmA, Original Base: 55, Target Base: 12, Converted: 17058, Base10: 32900
Input: 131240230, Original Base: 7, Target Base: 63, Converted: XaVS, Base10: 8396416
Input: JC, Original Base: 34, Target Base: 23, Converted: 15E, Base10: 658
Input: 1, Original Base: 51, Target Base: 19, Converted: 1, Base10: 1
Input: 6B2E3, Original Base: 20, Target Base: 31, Converted: 146KC, Base10: 1049083
Input: BC8, Original Base: 16, Target Base: 55, Converted: sk, Base10: 3016
Input: 2, Original Base: 29, Target Base: 46, Converted: 2, Base10: 2
Input: 3, Original Base: 23, Target Base: 35, Converted: 3, Base10: 3
Input: PBlA, Original Base: 55, Target Base: 54, Converted: QYbd, Base10: 4195245
Input: 1S, Original Base: 39, Target Base: 5, Converted: 232, Base10: 67
Input: 3S0K, Original Base: 33, Target Base: 6, Converted: 2544215, Base10: 138323
Input: 0, Original Base: 8, Target Base: 25, Converted: 0, Base10: 0
Input: 2032, Original Base: 4, Target Base: 47, Converted: 31, Base10: 142
Input: 1IN, Original Base: 31, Target Base: 23, Converted: 2L1, Base10: 1542
Input: 1011111011010, Original Base: 2, Target Base: 3, Converted: 22101011, Base10: 6106
Input: 1, Original Base: 14, Target Base: 60, Converted: 1, Base10: 1
Input: 1B, Original Base: 18, Target Base: 42, Converted: T, Base10: 29
Input: 3O1E, Original Base: 33, Target Base: 7, Converted: 1065440, Base10: 133994
Input: 61, Original Base: 12, Target Base: 29, Converted: 2F, Base10: 73
Input: 1, Original Base: 5, Target Base: 22, Converted: 1, Base10: 1
Input: 4R7, Original Base: 43, Target Base: 5, Converted: 233224, Base10: 8564
Input: 6, Original Base: 25, Target Base: 38, Converted: 6, Base10: 6
Input: yo, Original Base: 62, Target Base: 28, Converted: 4MI, Base10: 3770
Input: H, Original Base: 24, Target Base: 19, Converted: H, Base10: 17
Input: 1N, Original Base: 49, Target Base: 9, Converted: 80, Base10: 72
Input: 2AH, Original Base: 19, Target Base: 16, Converted: 3A1, Base10: 929
Input: 69IE6, Original Base: 34, Target Base: 28, Converted: DI9BE, Base10: 8393042
Input: 156, Original Base: 21, Target Base: 35, Converted: FR, Base10: 552
Input: 17Ymk, Original Base: 52, Target Base: 53, Converted: 13IoQ, Base10: 8390350
Input: 4KE, Original Base: 52, Target Base: 7, Converted: 46415, Base10: 11870
Input: 3, Original Base: 50, Target Base: 48, Converted: 3, Base10: 3
Input: VVl7, Original Base: 51, Target Base: 36, Converted: 2HX1S, Base10: 4195216
Input: 2, Original Base: 37, Target Base: 38, Converted: 2, Base10: 2
Input: 8AJ1, Original Base: 25, Target Base: 2, Converted: 100000001010001110, Base10: 131726
Input: 5LjW, Original Base: 58, Target Base: 8, Converted: 4000416, Base10: 1048846
Input: 1UE, Original Base: 33, Target Base: 38, Converted: 1H3, Base10: 2093
Input: 0, Original Base: 13, Target Base: 13, Converted: 0, Base10: 0
Input: Yy, Original Base: 61, Target Base: 25, Converted: 3A9, Base10: 2134
Input: 117MFK, Original Base: 24, Target Base: 7, Converted: 131302046, Base10: 8404220
Input: 1Ua, Original Base: 44, Target Base: 25, Converted: 56H, Base10: 3292
Input: 3AIM, Original Base: 23, Target Base: 57, Converted: Cul, Base10: 42227
Input: 2549, Original Base: 26, Target Base: 8, Converted: 113365, Base10: 38645
Input: BrUW, Original Base: 56, Target Base: 18, Converted: 12009E, Base10: 2099696
Input: 1220, Original Base: 6, Target Base: 58, Converted: 5A, Base10: 300
Input: 5342011, Original Base: 6, Target Base: 4, Converted: 1000001113, Base10: 262231
Input: 222Y6, Original Base: 45, Target Base: 34, Converted: 69EXS, Base10: 8389086
Input: 1, Original Base: 55, Target Base: 41, Converted: 1, Base10: 1
Input: 2, Original Base: 49, Target Base: 54, Converted: 2, Base10: 2
Input: 40MH, Original Base: 32, Target Base: 41, Converted: 1bGJ, Base10: 131793
Input: B04A, Original Base: 15, Target Base: 8, Converted: 110513, Base10: 37195
Input: CI6, Original Base: 39, Target Base: 47, Converted: 8RJ, Base10: 18960
Input: 50, Original Base: 20, Target Base: 46, Converted: 28, Base10: 100
Input: 2, Original Base: 37, Target Base: 55, Converted: 2, Base10: 2
Input: 5O, Original Base: 31, Target Base: 10, Converted: 179, Base10: 179
Input: 1, Original Base: 35, Target Base: 25, Converted: 1, Base10: 1
Input: 93C, Original Base: 16, Target Base: 25, Converted: 3JE, Base10: 2364
Input: 4NA, Original Base: 26, Target Base: 19, Converted: 936, Base10: 3312
Input: 3, Original Base: 29, Target Base: 62, Converted: 3, Base10: 3
Input: 3, Original Base: 32, Target Base: 33, Converted: 3, Base10: 3
Input: 0, Original Base: 40, Target Base: 34, Converted: 0, Base10: 0
Input: 4, Original Base: 27, Target Base: 11, Converted: 4, Base10: 4
Input: ORc9, Original Base: 44, Target Base: 50, Converted: GdHJ, Base10: 2098369
Input: 63, Original Base: 9, Target Base: 38, Converted: 1J, Base10: 57
Input: 1D4710, Original Base: 14, Target Base: 16, Converted: 1003FA, Base10: 1049594
Input: RHT, Original Base: 49, Target Base: 7, Converted: 362341, Base10: 65689
Input: 110111111100, Original Base: 2, Target Base: 12, Converted: 20A4, Base10: 3580
Input: B457, Original Base: 18, Target Base: 60, Converted: ICP, Base10: 65545
Input: E, Original Base: 16, Target Base: 3, Converted: 112, Base10: 14
Input: 1G, Original Base: 19, Target Base: 50, Converted: Z, Base10: 35
Input: 313, Original Base: 7, Target Base: 47, Converted: 3G, Base10: 157
Input: 1GJ2, Original Base: 46, Target Base: 41, Converted: 1bN7, Base10: 132068
Input: 2OjU, Original Base: 47, Target Base: 15, Converted: 52D07, Base10: 262807
Input: 7cX, Original Base: 45, Target Base: 62, Converted: 48k, Base10: 15918
Input: 15DP, Original Base: 63, Target Base: 43, Converted: 3HI8, Base10: 270736
Input: eWc, Original Base: 42, Target Base: 53, Converted: PWL, Base10: 71942
Input: 3788E5, Original Base: 19, Target Base: 51, Converted: 1CFnm, Base10: 8398575
Input: 2u, Original Base: 63, Target Base: 24, Converted: 7E, Base10: 182
Input: TB, Original Base: 35, Target Base: 16, Converted: 402, Base10: 1026
Input: 37DA, Original Base: 22, Target Base: 51, Converted: DZU, Base10: 35628
Input: 1D522A, Original Base: 14, Target Base: 48, Converted: 9OFc, Base10: 1051382
Input: 2AA660, Original Base: 13, Target Base: 62, Converted: 4PTm, Base10: 1051258
Input: h4AS, Original Base: 46, Target Base: 56, Converted: NnS0, Base10: 4194400
Input: 2Rd0, Original Base: 60, Target Base: 62, Converted: 2EHE, Base10: 531540
Input: VVWh, Original Base: 51, Target Base: 25, Converted: AIB4C, Base10: 4194487
Input: D, Original Base: 41, Target Base: 52, Converted: D, Base10: 13
Input: 8, Original Base: 57, Target Base: 21, Converted: 8, Base10: 8
Input: Yg7, Original Base: 62, Target Base: 38, Converted: 2GC3, Base10: 133307
Input: 229B, Original Base: 14, Target Base: 41, Converted: 3NV, Base10: 6017
Input: CCk, Original Base: 54, Target Base: 28, Converted: 1HEE, Base10: 35686
Input: 1B, Original Base: 43, Target Base: 2, Converted: 110110, Base10: 54
Input: 2FP, Original Base: 28, Target Base: 42, Converted: 15d, Base10: 2013
Input: 21E, Original Base: 15, Target Base: 60, Converted: 7x, Base10: 479
Input: ETd, Original Base: 50, Target Base: 59, Converted: ASR, Base10: 36489
Input: BFD, Original Base: 18, Target Base: 49, Converted: 1TP, Base10: 3847
Input: 25525, Original Base: 13, Target Base: 35, Converted: 1LAX, Base10: 68983
Input: 2FT4, Original Base: 38, Target Base: 26, Converted: 7E0E, Base10: 132510
Input: 1KQ, Original Base: 48, Target Base: 8, Converted: 6332, Base10: 3290
Input: 1L2, Original Base: 42, Target Base: 25, Converted: 45N, Base10: 2648
Input: hTn, Original Base: 55, Target Base: 7, Converted: 1056010, Base10: 131719
Input: 3, Original Base: 53, Target Base: 22, Converted: 3, Base10: 3
Input: 1, Original Base: 7, Target Base: 63, Converted: 1, Base10: 1
Input: 120, Original Base: 3, Target Base: 37, Converted: F, Base10: 15
Input: 2, Original Base: 4, Target Base: 7, Converted: 2, Base10: 2
Input: OGJ6, Original Base: 35, Target Base: 18, Converted: 9HG8F, Base10: 1049271
Input: 83E, Original Base: 35, Target Base: 53, Converted: 3S8, Base10: 9919
Input: 7120, Original Base: 8, Target Base: 10, Converted: 3664, Base10: 3664
Input: S, Original Base: 39, Target Base: 30, Converted: S, Base10: 28
Input: MWI, Original Base: 42, Target Base: 39, Converted: QG0, Base10: 40170
Input: 2dW1I, Original Base: 41, Target Base: 15, Converted: B0BD7C, Base10: 8393292
Input: 1155, Original Base: 23, Target Base: 58, Converted: 3ku, Base10: 12816
Input: 7, Original Base: 8, Target Base: 42, Converted: 7, Base10: 7
Input: p, Original Base: 58, Target Base: 11, Converted: 47, Base10: 51
Input: 3, Original Base: 24, Target Base: 16, Converted: 3, Base10: 3
Input: 1j, Original Base: 56, Target Base: 32, Converted: 35, Base10: 101
Input: 80BF3, Original Base: 32, Target Base: 26, Converted: I9OEF, Base10: 8400355
Input: SU, Original Base: 32, Target Base: 37, Converted: P1, Base10: 926
Input: 11764, Original Base: 9, Target Base: 52, Converted: 2mB, Base10: 7915
Input: 3, Original Base: 42, Target Base: 10, Converted: 3, Base10: 3
Input: 9, Original Base: 30, Target Base: 7, Converted: 12, Base10: 9
Input: 0, Original Base: 26, Target Base: 41, Converted: 0, Base10: 0
Input: 26, Original Base: 9, Target Base: 25, Converted: O, Base10: 24
Input: TPD, Original Base: 34, Target Base: 61, Converted: 9Ei, Base10: 34387
Input: 3H, Original Base: 30, Target Base: 53, Converted: 21, Base10: 107
Input: 3, Original Base: 61, Target Base: 54, Converted: 3, Base10: 3
Input: J0FC, Original Base: 24, Target Base: 42, Converted: 3N4O, Base10: 263028
Input: 587077, Original Base: 13, Target Base: 7, Converted: 23565463, Base10: 2100430
Input: 5O, Original Base: 39, Target Base: 16, Converted: DB, Base10: 219
Input: SGES, Original Base: 42, Target Base: 29, Converted: 2S6RL, Base10: 2103304
Input: 2, Original Base: 19, Target Base: 47, Converted: 2, Base10: 2
Input: jH5t, Original Base: 57, Target Base: 14, Converted: 118544A, Base10: 8389258
Input: 63, Original Base: 36, Target Base: 33, Converted: 6L, Base10: 219
Input: j, Original Base: 57, Target Base: 7, Converted: 63, Base10: 45
Input: 0, Original Base: 41, Target Base: 61, Converted: 0, Base10: 0
Input: 0, Original Base: 6, Target Base: 22, Converted: 0, Base10: 0
Input: 595F4, Original Base: 25, Target Base: 11, Converted: 1202775, Base10: 2097254
Input: 42Y, Original Base: 48, Target Base: 23, Converted: HF8, Base10: 9346
Input: 227A, Original Base: 33, Target Base: 37, Converted: 1H9Y, Base10: 74293
Input: 15265, Original Base: 8, Target Base: 55, Converted: 2EH, Base10: 6837
Input: 1, Original Base: 44, Target Base: 46, Converted: 1, Base10: 1
Input: 225, Original Base: 47, Target Base: 23, Converted: 8C9, Base10: 4517
Input: 25, Original Base: 11, Target Base: 60, Converted: R, Base10: 27
Input: 1P, Original Base: 27, Target Base: 50, Converted: 12, Base10: 52
Input: 235, Original Base: 11, Target Base: 30, Converted: 9A, Base10: 280
Input: 9MNO, Original Base: 30, Target Base: 44, Converted: 344g, Base10: 263514
Input: N6Q, Original Base: 41, Target Base: 7, Converted: 221341, Base10: 38935
Input: 1H1, Original Base: 32, Target Base: 42, Converted: bF, Base10: 1569
Input: 3BFD1, Original Base: 28, Target Base: 59, Converted: ACXu, Base10: 2097565
Input: 32CI, Original Base: 22, Target Base: 56, Converted: AWg, Base10: 33194
Input: 5Q, Original Base: 34, Target Base: 50, Converted: 3k, Base10: 196
Input: 35GD, Original Base: 23, Target Base: 52, Converted: EW7, Base10: 39527
Input: 2Md, Original Base: 56, Target Base: 31, Converted: 7QA, Base10: 7543
Input: 111, Original Base: 2, Target Base: 47, Converted: 7, Base10: 7
Input: 5BH, Original Base: 57, Target Base: 20, Converted: 2249, Base10: 16889
Input: 3Q, Original Base: 28, Target Base: 37, Converted: 2a, Base10: 110
Input: LSD0, Original Base: 46, Target Base: 37, Converted: 14JU8, Base10: 2103902
Input: 23, Original Base: 31, Target Base: 8, Converted: 101, Base10: 65
Input: V, Original Base: 59, Target Base: 42, Converted: V, Base10: 31
Input: 2b9, Original Base: 55, Target Base: 28, Converted: A92, Base10: 8094
Input: HL17, Original Base: 31, Target Base: 40, Converted: 896Q, Base10: 526666
Input: 222201202210, Original Base: 3, Target Base: 16, Converted: 8075A, Base10: 526170
Input: K5, Original Base: 59, Target Base: 30, Converted: 19F, Base10: 1185
Input: 3S60, Original Base: 53, Target Base: 59, Converted: 2WwT, Base10: 525601
Input: 9L67, Original Base: 38, Target Base: 50, Converted: 49c7, Base10: 524407
Input: 4cL, Original Base: 63, Target Base: 7, Converted: 104220, Base10: 18291
Input: 2, Original Base: 56, Target Base: 15, Converted: 2, Base10: 2
Input: 67HMH, Original Base: 24, Target Base: 3, Converted: 10221120120212, Base10: 2097761
Input: R, Original Base: 33, Target Base: 47, Converted: R, Base10: 27
Input: 7, Original Base: 38, Target Base: 7, Converted: 10, Base10: 7
Input: 232104313, Original Base: 5, Target Base: 11, Converted: 658356, Base10: 1050583
Input: 11505, Original Base: 8, Target Base: 18, Converted: F41, Base10: 4933
Input: 2, Original Base: 47, Target Base: 6, Converted: 2, Base10: 2
Input: 6, Original Base: 44, Target Base: 36, Converted: 6, Base10: 6
Input: 6T, Original Base: 35, Target Base: 2, Converted: 11101111, Base10: 239
Input: Kd4, Original Base: 44, Target Base: 15, Converted: BEB0, Base10: 40440
Input: 3NK, Original Base: 52, Target Base: 35, Converted: 7LI, Base10: 9328
Input: A, Original Base: 16, Target Base: 23, Converted: A, Base10: 10
Input: 1, Original Base: 54, Target Base: 57, Converted: 1, Base10: 1
Input: 113201, Original Base: 4, Target Base: 13, Converted: 8BA, Base10: 1505
Input: 303, Original Base: 4, Target Base: 56, Converted: p, Base10: 51
Input: 33F4, Original Base: 22, Target Base: 53, Converted: C0M, Base10: 33730
Input: HC, Original Base: 23, Target Base: 33, Converted: C7, Base10: 403
Input: 3YZY, Original Base: 41, Target Base: 11, Converted: 171430, Base10: 265386
Input: CPO, Original Base: 26, Target Base: 40, Converted: 5JQ, Base10: 8786
Input: 1EC, Original Base: 27, Target Base: 10, Converted: 1119, Base10: 1119
Input: 21220020202001, Original Base: 3, Target Base: 37, Converted: 28W13, Base10: 4197394
Input: 1A9O, Original Base: 29, Target Base: 62, Converted: 8bc, Base10: 33084
Input: NA5, Original Base: 41, Target Base: 30, Converted: 1DCI, Base10: 39078
Input: 132529, Original Base: 10, Target Base: 28, Converted: 6115, Base10: 132529
Input: LH06, Original Base: 23, Target Base: 35, Converted: 65WB, Base10: 264506
Input: 10000011011000000, Original Base: 2, Target Base: 15, Converted: 14DE4, Base10: 67264
Input: Kj, Original Base: 59, Target Base: 32, Converted: 169, Base10: 1225
Input: 45, Original Base: 7, Target Base: 51, Converted: X, Base10: 33
Input: L, Original Base: 34, Target Base: 31, Converted: L, Base10: 21
Input: 113423243, Original Base: 5, Target Base: 34, Converted: DGB1, Base10: 529823
Input: J, Original Base: 53, Target Base: 3, Converted: 201, Base10: 19
Input: 18, Original Base: 49, Target Base: 2, Converted: 111001, Base10: 57
Input: 1, Original Base: 56, Target Base: 52, Converted: 1, Base10: 1
Input: 1010, Original Base: 2, Target Base: 24, Converted: A, Base10: 10
Input: 3, Original Base: 55, Target Base: 2, Converted: 11, Base10: 3
Input: 17, Original Base: 11, Target Base: 51, Converted: I, Base10: 18
Input: 10133213, Original Base: 4, Target Base: 49, Converted: 7WW, Base10: 18407
Input: 43043, Original Base: 5, Target Base: 25, Converted: 4FN, Base10: 2898
Input: 51154, Original Base: 9, Target Base: 44, Converted: HH4, Base10: 33664
Input: 0, Original Base: 21, Target Base: 19, Converted: 0, Base10: 0
Input: W, Original Base: 50, Target Base: 59, Converted: W, Base10: 32
Input: QbCc, Original Base: 54, Target Base: 50, Converted: XV2g, Base10: 4202642
Input: 2hU, Original Base: 44, Target Base: 51, Converted: 2BV, Base10: 5794
Input: Gois, Original Base: 63, Target Base: 60, Converted: JRDm, Base10: 4202028
Input: 1, Original Base: 21, Target Base: 26, Converted: 1, Base10: 1
Input: BgX, Original Base: 53, Target Base: 8, Converted: 100606, Base10: 33158
Input: 1035, Original Base: 11, Target Base: 47, Converted: T6, Base10: 1369
Input: Dl, Original Base: 62, Target Base: 25, Converted: 193, Base10: 853
Input: 1111111111001, Original Base: 2, Target Base: 44, Converted: 4A1, Base10: 8185
Input: 64, Original Base: 61, Target Base: 30, Converted: CA, Base10: 370
Input: BML, Original Base: 39, Target Base: 36, Converted: DL6, Base10: 17610
Input: 69JAK, Original Base: 34, Target Base: 18, Converted: 47H5BA, Base10: 8394076
Input: 254B, Original Base: 32, Target Base: 10, Converted: 70795, Base10: 70795
Input: 163, Original Base: 18, Target Base: 51, Converted: 8R, Base10: 435
Input: 14A3914, Original Base: 12, Target Base: 8, Converted: 20001540, Base10: 4195168
Input: CEAc, Original Base: 44, Target Base: 32, Converted: 1015U, Base10: 1049790
Input: 5022, Original Base: 9, Target Base: 7, Converted: 13454, Base10: 3665
Input: Cj3, Original Base: 51, Target Base: 10, Converted: 33510, Base10: 33510
Input: 0, Original Base: 5, Target Base: 10, Converted: 0, Base10: 0
Input: 1000000030, Original Base: 4, Target Base: 26, Converted: ENKO, Base10: 262156
Input: D8IE, Original Base: 27, Target Base: 41, Converted: 3WeG, Base10: 262211
Input: 1, Original Base: 40, Target Base: 53, Converted: 1, Base10: 1
Input: 1LH, Original Base: 28, Target Base: 21, Converted: 333, Base10: 1389
Input: 0, Original Base: 22, Target Base: 50, Converted: 0, Base10: 0
